48,0,89,4,46,-7,41,42,2,1
80,0,88,-3,6,0,3,83,80,0
47,-2,106,0,46,0,9,60,0,1
37,-6,78,0,10,0,42,68,26,1
37,-38,106,-104,30,-17,69,70,6,3
8,0,91,2,6,0,33,34,2,1
46,0,78,-7,46,0,32,32,0,1
0,0,90,-2,0,-10,40,46,6,4
6,0,82,0,6,10,26,20,0,1
0,0,92,0,46,-3,37,46,8,4
39,-2,86,0,38,0,46,47,0,1
1,2,81,0,0,0,30,32,2,1
37,0,70,0,20,11,38,4,16,1
41,-2,80,0,38,-20,39,41,2,1
3,0,86,0,2,-10,33,34,2,1
46,2,88,0,46,3,42,41,0,1
37,0,78,0,6,-4,41,73,32,1
44,0,79,-2,44,0,30,30,0,1
38,-3,76,0,38,0,38,37,0,1
2,4,91,0,2,0,38,39,0,1
37,0,93,0,16,4,0,77,22,1
6,0,77,0,-22,23,21,100,80,4
44,4,82,-7,44,1,38,38,0,1
37,0,79,-4,24,0,42,0,14,1
46,0,87,-7,46,0,41,41,0,1
2,-3,86,0,2,-4,33,34,0,1
41,0,79,0,38,0,39,41,2,1
6,0,80,0,4,-10,24,26,2,1
82,1,86,0,-6,0,3,94,90,0
60,0,111,0,60,0,0,1,2,1
44,1,88,0,44,4,44,44,0,1
46,1,87,0,46,7,41,41,0,1
2,-3,88,0,2,0,30,36,0,1
37,0,78,0,-2,-6,42,81,40,1
43,0,78,-7,42,0,30,37,2,1
37,0,84,0,18,-20,47,66,18,1
42,-4,80,0,42,0,43,44,2,1
43,0,79,3,42,0,37,38,2,1
78,-2,82,0,-40,0,4,123,120,0
48,0,88,0,46,0,39,41,2,1
0,0,90,0,4,0,36,36,0,1
78,0,82,-2,-40,0,4,123,120,0
39,1,77,2,38,0,38,38,0,1
43,1,77,0,42,0,34,30,2,1
107,-2,108,-2,70,-28,1,38,38,0
0,-1,81,-6,4,-8,26,27,0,1
41,0,106,0,38,-28,64,67,2,1
8,-4,80,0,6,0,28,28,0,1
37,0,76,0,34,13,39,42,4,1
42,-1,78,0,42,0,36,37,2,1
42,0,82,0,42,0,40,41,0,1
3,0,103,-1,2,-17,0,1,2,1
42,2,70,0,42,0,33,34,0,1
37,4,106,0,18,0,68,88,20,1
49,-1,81,0,0,0,33,32,0,1
46,0,77,0,46,0,31,30,0,1
6,4,90,0,44,26,40,1,12,4
41,1,107,0,38,-7,66,68,2,1
6,0,77,0,10,0,22,67,46,4
37,0,76,-2,26,1,39,0,12,1
44,-4,77,0,44,4,34,34,0,1
49,-2,83,0,0,0,34,34,0,1
6,0,78,0,12,19,22,60,42,4
2,2,81,0,2,0,29,29,0,1
37,0,77,0,2,-11,40,70,34,1
0,0,82,0,-24,-16,26,108,82,4
37,0,83,0,6,0,47,78,32,1
0,0,90,0,46,27,40,49,8,4
46,4,77,0,44,-21,32,34,2,1
1,1,81,0,2,12,29,29,0,1
37,0,106,0,28,-9,69,78,8,1
4,3,83,-3,4,0,29,29,0,1
102,0,103,0,72,24,1,31,30,0
62,0,109,0,62,23,48,47,0,1
0,0,93,0,0,20,37,44,6,4
44,0,82,1,44,1,38,38,0,1
40,4,87,-1,44,0,42,43,2,1
40,0,81,0,44,-3,36,37,2,1
6,0,77,0,20,-28,22,7,36,4
37,-1,76,-3,20,-7,39,0,16,1
6,0,79,0,12,11,23,66,42,4
40,0,88,2,44,0,44,44,0,1
44,0,87,0,44,0,43,43,0,1
37,-3,77,0,38,8,39,38,0,1
37,0,77,1,20,0,40,6,16,1
37,-10,78,0,10,0,42,68,26,1
6,1,80,0,6,1,24,23,0,1
47,-4,86,0,46,0,39,39,0,1
49,-4,107,-1,0,0,8,8,0,1
7,0,82,0,6,0,20,20,0,1
41,1,108,0,42,10,66,66,0,1
37,0,79,0,10,13,42,68,26,1
62,-2,108,0,60,0,40,48,2,1
43,0,86,0,44,21,43,42,0,1
0,0,87,-1,6,18,32,30,0,1
47,-1,86,-2,46,0,39,39,0,1
40,-4,81,1,44,-21,36,37,2,1
7,0,88,-1,6,0,31,31,0,1
37,0,76,0,30,-23,40,40,6,1
41,-1,100,0,42,0,9,9,0,1
49,-1,79,0,0,1,30,30,0,1
37,0,104,-2,16,-14,67,89,22,1
0,0,92,0,30,-7,37,61,24,4
107,-2,108,-1,70,-23,1,38,38,0
0,0,98,-3,0,18,42,49,6,4
6,3,80,0,6,23,29,28,0,1
44,2,83,0,44,9,39,39,0,1
49,-1,86,0,0,4,37,37,0,1
37,0,78,0,8,21,41,70,30,1
106,0,107,0,70,0,1,37,36,0
37,0,78,0,12,-9,41,60,24,1
43,0,102,0,44,10,9,8,0,1
6,0,92,0,6,0,36,30,0,1
42,0,79,6,42,0,36,37,2,1
37,0,93,-7,12,0,0,80,24,1
66,0,109,0,68,4,43,42,0,1
39,0,79,-1,38,-2,41,41,0,1
37,0,79,3,8,0,42,71,30,1
84,1,87,0,-4,0,3,92,88,0
1,-4,86,0,2,17,30,34,0,1
2,-3,84,0,2,0,31,32,0,1
49,0,90,0,46,-6,47,49,2,1
37,0,90,0,18,22,8,77,20,1
0,-3,81,0,0,0,31,32,2,1
44,0,81,2,42,-12,37,39,2,1
37,0,76,0,20,-20,40,0,16,1
40,0,82,0,44,-11,37,38,2,1
37,0,78,0,2,-24,42,70,34,1
43,0,81,-7,42,0,38,40,2,1
41,-1,81,0,42,0,39,39,0,1
0,0,82,0,-38,-6,26,121,94,4
40,-1,88,0,44,0,44,44,0,1
37,0,106,0,34,-12,69,72,4,1
40,0,79,0,46,0,34,33,0,1
37,0,79,0,10,224,42,69,26,1
76,0,81,8,-40,9,0,122,116,0
44,-1,80,0,44,3,41,41,0,1
43,-1,76,0,44,19,32,32,0,1
6,-2,97,2,42,-16,41,6,14,4
6,2,88,0,4,0,32,33,2,1
48,0,81,-4,46,0,32,34,2,1
0,1,77,0,4,0,23,23,0,1
37,2,97,0,34,-2,60,64,4,1
0,0,78,-1,0,-3,23,78,6,4
6,0,96,4,34,0,40,62,22,4
44,0,86,0,42,-19,42,44,2,1
0,-4,96,0,0,0,41,47,6,4
37,0,78,0,-2,4,42,81,40,1
49,1,90,-3,0,0,46,46,0,1
37,0,90,1,10,0,8,84,26,1
44,0,99,-1,42,-16,6,8,2,1
107,-4,108,0,70,0,1,38,36,0
37,0,77,0,26,-7,41,2,10,1
6,0,86,1,6,0,31,30,0,1
6,0,76,0,-12,-19,20,89,68,4
42,0,80,-7,42,0,38,39,0,1
37,0,76,0,36,3,39,39,0,1
80,1,84,0,-28,0,4,112,108,0
40,3,79,0,44,-2,34,30,2,1
43,0,89,0,42,0,46,48,2,1
44,1,86,0,44,4,43,42,0,1
0,-1,86,0,0,-1,36,37,0,1
1,-1,86,0,0,-6,36,37,2,1
40,-1,78,-6,46,14,33,32,0,1
46,0,86,0,46,4,41,40,0,1
37,0,83,0,30,-23,46,2,6,1
42,0,84,1,42,0,42,43,0,1
6,0,89,0,6,0,33,32,0,1
37,0,79,0,26,0,43,4,10,1
42,-1,88,0,42,0,40,46,2,1
37,0,70,0,20,0,38,4,16,1
37,0,96,0,18,-29,9,78,18,1
80,0,89,0,6,26,4,84,80,0
6,0,96,-2,2,-1,40,44,4,4
3,0,84,0,4,11,32,30,0,1
6,0,79,-1,6,-3,23,74,0,4
37,0,81,0,24,-18,44,7,14,1
37,0,77,0,26,0,40,1,10,1
41,0,76,0,42,20,30,30,0,1
41,0,88,0,42,10,47,46,0,1
40,-4,107,0,44,-19,62,63,2,1
6,0,107,0,6,26,1,0,0,1
49,1,106,0,46,-3,8,60,2,1
40,1,86,-3,44,0,40,42,2,1
0,-2,81,-6,0,-8,32,32,0,1
48,-2,90,0,46,-3,47,49,2,1
6,0,97,-2,2,1,41,40,4,4
6,0,93,2,46,0,37,46,10,4
37,0,83,-1,18,0,47,60,18,1
41,0,82,0,38,-21,41,43,2,1
0,0,77,1,-18,8,21,90,74,4
62,0,109,0,62,11,48,47,0,1
6,0,97,0,2,21,41,46,4,4
43,-2,77,0,42,-16,34,36,2,1
0,0,110,1,0,0,60,61,2,1
37,0,77,0,34,-2,40,44,4,1
48,-4,79,0,46,0,31,33,2,1
37,0,77,0,0,-10,40,77,36,1
49,1,78,0,0,14,29,29,0,1
0,1,81,0,4,0,27,27,0,1
8,3,81,0,6,0,24,24,0,1
37,0,81,0,34,1,43,47,4,1
46,-2,93,3,46,0,47,46,0,1
41,-3,78,0,42,12,37,37,0,1
46,0,86,0,46,7,40,39,0,1
6,0,96,0,4,14,40,42,2,1
42,-3,99,0,42,0,7,8,2,1
40,-3,80,-1,44,0,41,41,0,1
41,0,81,0,42,17,40,39,0,1
46,0,88,0,44,-26,42,44,2,1
80,-4,84,0,-14,0,4,99,96,0
80,0,88,1,-2,0,3,91,88,0
37,0,70,0,26,23,38,49,12,1
6,-1,96,0,4,3,40,42,2,1
0,0,78,0,6,-31,23,73,0,4
0,-1,79,-6,20,-20,24,9,34,4
41,2,86,0,42,10,40,40,0,1
37,0,77,0,26,-2,41,2,10,1
83,0,86,0,-6,-21,3,94,90,0
6,1,77,0,16,-1,22,62,40,4
41,-2,81,0,42,6,40,39,0,1
0,0,78,0,24,-24,23,0,32,4
44,-3,86,0,44,0,42,42,0,1
44,2,84,0,44,10,40,40,0,1
44,0,76,1,44,8,32,32,0,1
37,0,77,0,28,11,40,48,8,1
37,0,81,0,24,0,44,7,14,1
44,3,76,0,44,12,32,32,0,1
37,0,77,-1,34,2,40,43,4,1
37,0,79,0,36,-8,42,43,2,1
4,-1,82,0,4,0,28,28,0,1
49,0,90,2,0,1,46,46,0,1
37,0,76,0,28,24,39,48,8,1
44,1,86,0,44,22,42,42,0,1
40,0,77,0,44,-14,32,34,2,1
42,-2,80,0,42,0,43,44,0,1
1,0,83,0,2,9,32,32,0,1
37,0,78,-4,28,0,41,0,8,1
42,0,78,-3,42,0,37,37,0,1
0,0,96,1,42,0,41,0,14,4
47,0,76,7,46,0,30,30,0,1
7,0,82,0,6,0,20,20,0,1
6,0,90,0,4,1,39,41,2,1
0,0,82,0,-12,-13,26,90,68,4
6,0,80,0,-2,4,24,83,8,4
100,0,106,-3,72,8,1,34,34,0
6,0,82,0,6,27,26,20,0,1
40,0,77,0,46,31,31,30,0,1
7,0,81,3,6,0,24,24,0,1
9,0,86,0,60,3,28,27,0,1
0,1,96,4,0,0,41,47,6,4
37,0,81,0,20,6,44,60,16,1
43,0,77,-7,42,0,34,36,2,1
1,0,102,0,2,9,1,0,0,1
37,0,90,-2,18,-10,8,77,18,1
6,0,77,0,-10,0,21,87,66,4
37,0,81,0,38,9,43,42,0,1
8,0,88,0,6,0,30,31,2,1
37,0,106,0,24,-2,69,83,14,1
43,-2,81,0,42,-10,37,39,2,1
42,4,86,0,42,0,43,44,2,1
43,-1,83,0,42,-3,40,42,2,1
43,1,102,0,42,0,60,61,2,1
6,0,90,0,4,-16,34,30,2,1
44,0,86,-2,42,-30,42,44,2,1
43,0,86,2,42,-1,43,40,2,1
0,0,77,-4,28,-12,21,48,28,4
37,0,106,7,36,0,69,70,2,1
64,0,113,0,62,-12,48,1,2,1
44,3,81,0,42,-13,37,39,2,1
37,0,79,-4,36,0,41,43,2,1
37,0,78,0,10,20,41,68,26,1
40,0,86,6,44,-12,41,42,2,1
41,0,83,0,42,9,41,41,0,1
49,0,82,0,0,11,33,33,0,1
76,2,81,1,-40,11,0,122,118,0
3,0,86,1,2,-14,33,30,2,1
37,0,76,-1,30,0,39,40,6,1
0,4,86,0,4,0,30,32,2,1
0,3,77,0,0,0,27,28,2,1
37,-1,106,-3,36,0,69,69,0,1
41,0,83,0,42,10,41,41,0,1
37,0,98,0,30,-13,61,67,6,1
39,-3,78,6,38,0,39,39,0,1
37,-2,70,0,36,-13,37,39,2,1
37,0,77,0,-24,-3,41,103,62,1
0,0,83,0,-30,-2,27,114,86,4
43,0,81,0,42,-4,38,40,2,1
49,3,102,0,0,2,3,3,0,1
38,-3,77,6,38,0,39,38,0,1
40,0,76,-1,44,-6,31,32,2,1
37,0,77,0,36,1,40,41,0,1
46,2,83,0,46,10,37,37,0,1
37,0,90,0,16,-7,8,79,22,1
37,0,83,1,-2,0,46,80,40,1
9,0,86,0,6,0,27,29,2,1
37,0,83,0,16,-24,47,68,22,1
40,-1,79,0,46,9,34,33,0,1
40,-1,88,0,44,-16,42,44,2,1
0,2,72,-13,0,1,17,72,6,4
38,0,107,0,38,0,69,68,0,1
40,-4,79,0,44,-10,33,30,2,1
44,-3,77,0,44,17,33,33,0,1
81,0,84,0,-22,-13,4,108,104,0
37,0,81,-1,36,0,44,40,0,1
48,0,82,-1,46,-2,34,30,2,1
41,0,80,2,42,0,39,39,0,1
41,-4,77,0,42,0,36,36,0,1
47,3,86,2,46,0,40,40,0,1
37,0,78,0,18,0,41,60,18,1
41,0,79,4,42,0,38,38,0,1
42,2,86,1,42,0,44,40,2,1
62,0,109,2,60,0,47,49,2,1
49,0,80,0,0,8,36,36,0,1
64,1,113,3,62,0,49,1,2,1
37,0,77,4,8,0,41,70,28,1
37,0,77,-2,8,0,40,69,28,1
48,0,84,8,46,0,36,37,2,1
40,0,80,1,46,18,40,39,0,1
47,0,86,-7,46,0,39,40,0,1
6,0,96,0,0,1,40,47,8,4
37,0,83,0,2,-23,46,80,34,1
37,0,81,0,-2,13,44,84,40,1
4,1,82,0,4,0,28,28,0,1
43,1,76,0,42,0,33,34,2,1
0,0,78,-1,8,1,23,70,48,4
41,-1,81,0,42,10,41,40,0,1
79,0,83,0,-30,38,4,114,110,0
37,0,81,-4,20,1,44,61,16,1
1,0,86,0,2,0,30,34,0,1
6,0,90,0,6,4,39,39,0,1
37,0,106,0,24,-13,68,82,14,1
48,4,77,0,46,0,28,30,2,1
40,-1,81,0,44,-17,36,37,2,1
40,4,108,0,44,0,63,64,0,1
41,0,108,0,42,0,67,67,0,1
37,0,76,0,34,19,39,43,4,1
46,3,90,0,46,11,44,43,0,1
4,0,88,-2,4,0,34,33,0,1
37,-4,90,0,28,0,3,62,8,1
43,0,80,1,42,0,42,44,2,1
41,0,88,-3,38,-12,48,0,2,1
0,-4,80,-2,20,-7,20,9,34,4
42,0,84,0,42,0,42,43,2,1
0,0,92,0,-4,0,36,97,60,4
1,4,80,0,0,-11,34,36,2,1
37,0,78,0,-4,16,42,83,42,1
38,-2,92,0,26,31,4,66,12,1
41,0,79,-1,38,0,39,41,2,1
40,0,88,0,44,-12,42,44,2,1
0,4,77,0,4,0,22,23,0,1
37,0,81,1,36,0,43,44,2,1
40,-1,84,0,44,0,38,40,2,1
48,-1,84,-3,46,0,36,38,2,1
83,0,86,0,-2,21,3,89,86,0
37,0,100,0,18,22,68,87,18,1
44,0,86,-2,44,2,43,42,0,1
1,0,77,0,2,0,26,20,0,1
37,0,83,0,8,21,46,70,30,1
0,4,89,0,4,0,34,30,0,1
41,0,83,4,38,-7,42,44,2,1
37,0,90,0,10,14,8,84,26,1
37,0,80,0,12,11,43,67,24,1
42,0,81,4,42,0,39,39,0,1
37,0,104,0,26,-20,66,78,12,1
39,1,86,7,38,0,46,47,0,1
2,-2,83,0,2,0,32,32,0,1
42,0,86,-1,42,0,44,40,2,1
37,0,81,0,12,-1,44,68,24,1
6,1,98,0,44,-1,42,4,12,4
37,0,100,0,18,0,68,87,18,1
44,-1,79,0,42,-30,36,38,2,1
0,0,83,0,4,-1,28,29,2,1
37,0,77,0,38,4,39,38,0,1
0,0,79,0,16,-18,23,63,40,4
37,0,107,1,30,0,70,76,6,1
42,0,84,-1,42,-1,42,43,2,1
0,0,77,-7,16,10,22,62,40,4
49,0,82,0,0,0,33,33,0,1
49,0,88,0,46,-8,40,42,2,1
40,0,88,0,46,22,42,41,0,1
